Log File Title: Timaeus Log
Date and Time: 12-17-24 06:17:12 pm
----------------------------------------
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 9 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 8 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 7 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 6 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 5 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 4 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 3 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 2 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 1 }, Player angle_h: 0
[12-17-24 06:17:13 pm] Player position: XYZ { x: 32, y: 32, z: 0 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -1 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -2 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -3 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -4 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -5 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -6 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -7 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -8 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -9 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -10 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -11 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -12 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -13 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -14 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -15 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -16 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -17 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -18 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -19 }, Player angle_h: 0
[12-17-24 06:17:14 pm] Player position: XYZ { x: 32, y: 32, z: -20 }, Player angle_h: 0
[12-17-24 06:17:15 pm] Player position: XYZ { x: 32, y: 22, z: -20 }, Player angle_h: 0
[12-17-24 06:17:15 pm] Player position: XYZ { x: 32, y: 12, z: -20 }, Player angle_h: 0
[12-17-24 06:17:16 pm] Player position: XYZ { x: 32, y: 12, z: -20 }, Player angle_h: 1
[12-17-24 06:17:16 pm] Player position: XYZ { x: 32, y: 12, z: -20 }, Player angle_h: 2
[12-17-24 06:17:16 pm] Player position: XYZ { x: 35, y: 21, z: -20 }, Player angle_h: 2
[12-17-24 06:17:17 pm] Player position: XYZ { x: 38, y: 30, z: -20 }, Player angle_h: 2
[12-17-24 06:17:17 pm] Player position: XYZ { x: 41, y: 39, z: -20 }, Player angle_h: 2
[12-17-24 06:17:17 pm] Player position: XYZ { x: 41, y: 39, z: -20 }, Player angle_h: 3
[12-17-24 06:17:17 pm] Player position: XYZ { x: 41, y: 39, z: -20 }, Player angle_h: 4
[12-17-24 06:17:18 pm] Player position: XYZ { x: 47, y: 46, z: -20 }, Player angle_h: 4
[12-17-24 06:17:18 pm] Player position: XYZ { x: 53, y: 53, z: -20 }, Player angle_h: 4
[12-17-24 06:17:18 pm] Player position: XYZ { x: 59, y: 60, z: -20 }, Player angle_h: 4
[12-17-24 06:17:19 pm] Player position: XYZ { x: 59, y: 60, z: -20 }, Player angle_h: 3
[12-17-24 06:17:19 pm] Player position: XYZ { x: 67, y: 55, z: -20 }, Player angle_h: 3
[12-17-24 06:17:19 pm] Player position: XYZ { x: 75, y: 50, z: -20 }, Player angle_h: 3
[12-17-24 06:17:20 pm] Player position: XYZ { x: 75, y: 50, z: -20 }, Player angle_h: 2
[12-17-24 06:17:20 pm] Player position: XYZ { x: 75, y: 50, z: -20 }, Player angle_h: 1
[12-17-24 06:17:20 pm] Player position: XYZ { x: 76, y: 59, z: -20 }, Player angle_h: 1
[12-17-24 06:17:20 pm] Player position: XYZ { x: 77, y: 68, z: -20 }, Player angle_h: 1
[12-17-24 06:17:21 pm] Player position: XYZ { x: 78, y: 77, z: -20 }, Player angle_h: 1
[12-17-24 06:17:21 pm] 
=== Flag 1 set ===

